DocID,published_at,source_name,author,title,description,url,url_to_image,content,category,full_content,language
1000324,2023-10-02 10:02:00.000000,Hospitality Net,Accor,Tackling Food Waste: a Spotlight on Our Teams Making a Difference,"As a major hospitality player, we are acutely aware of the challenges our industry faces when it comes to food waste. At Accor specifically, it accounts for around 43% of the total operating waste, averaging almost 20 tons per hotel per year, as we serve 200 …",https://www.hospitalitynet.org/news/4118431.html,https://www.hospitalitynet.org/picture/social_153161229.jpg?t=1696233424,"As a major hospitality player, we are acutely aware of the challenges our industry faces when it comes to food waste. At Accor specifically, it accounts for around 43% of the total operating waste, a… [+4124 chars]",Gardening,,en
1000325,2023-10-02 10:02:10.000000,Biztoc.com,cryptopotato.com,Comparison Between Bitcoin Spark and Ethereum for the Next Bull Run,and Ethereum are prominent cryptocurrencies standing out as compelling choices for potential investors in 2023. Bitcoin Spark’s innovative mining approach and Ethereum’s technological advancements and market resilience make them interesting options in the 202…,https://biztoc.com/x/427e90a4f0c471d2,https://c.biztoc.com/p/427e90a4f0c471d2/s.webp,and Ethereum are prominent cryptocurrencies standing out as compelling choices for potential investors in 2023.Bitcoin Sparks innovative mining approach and Ethereums technological advancements and m… [+283 chars],Bitcoin,,en
1000326,2023-10-02 10:03:21.000000,TechRadar,axel.metz@futurenet.com (Axel Metz),"Good news, Apple fans! iPhone 15 wait times have reduced significantly","Delivery estimates for the iPhone 15 line have improved dramatically in the US, UK and Australia.",https://www.techradar.com/phones/iphone/good-news-apple-fans-iphone-15-wait-times-have-reduced-significantly,https://cdn.mos.cms.futurecdn.net/K5QTCZ4sdFatcsfJ4LvVGi-1200-80.jpg,"We’ve been keeping a close eye on the extent of iPhone 15 delays following the release of Apple’s latest smartphones on September 22, and we’ve finally got some good news for prospective iPhone 15, i… [+2915 chars]",Australia,,en
1000327,2023-10-02 10:05:00.000000,Johnthewanderer.com,John The Wanderer,Carnival Mardi Gras Hits and Misses,"This article is Mardi Gras Hits and Misses. It is a review of my experiencing cruising on Carnival Mardi Gras on a six-night sailing to the Caribbean. Mardi Gras Mardi…
The post Carnival Mardi Gras Hits and Misses appeared first on John the Wanderer.",https://johnthewanderer.com/2023/10/02/mardi-gras-hits-and-misses/,https://johnthewanderer.com/wp-content/uploads/2023/09/Mardi-Gras-up-close-scaled.jpg,"18This article is Mardi Gras Hits and Misses. It is a review of my experiencing cruising on Carnival Mardi Gras on a six-night sailing to the Caribbean. 
Carnival Mardi Gras up close in Nassau
Mard… [+10815 chars]",Dominican Republic,,en
1000328,2023-10-02 10:05:45.000000,Cheezburger.com,"Daniel Gubbay, Daniel Gubbay",A Cat Hat Catwalk: 25 Cute Cats Rocking Their Ar-meow-ni and Purr-da Feline Fashion,"What's up, folks? If you like cats, and you like hats, and you like cats in hats, well - you're in for a fat hat-cat treat! Purrprepare to enter the world of feline fashion as I Can Has turns vogue and we showcase the hattiest, cattiest talent on offer. Weari…",https://cheezburger.com/22456069/a-cat-hat-catwalk-25-cute-cats-rocking-their-ar-meow-ni-and-purr-da-feline-fashion,https://i.chzbgr.com/original/22456069/hDCFFA3B9/25-pictures-of-cats-in-hats-thumbnail-includes-2-pictures-including-cat-and-hat,"What's up, folks? If you like cats, and you like hats, and you like cats in hats, well - you're in for a fat hat-cat treat! Purrprepare to enter the world of feline fashion as I Can Has turns vogue a… [+619 chars]",Fashion,,en
1000329,2023-10-02 10:06:11.000000,Biztoc.com,businessinsider.com,My life as a startup founder is way better because I didn't take VC money. Here are 8 upsides,Melissa Kwan is the CEO of eWebinar Melissa Kwan Melissa Kwan is the CEO and co-founder of eWebinar. She says she doesn't have to answer to anyone else because she's bootstrapped. Kwan also says she can put happiness above maximizing profits. I've built three…,https://biztoc.com/x/66eb6f61c96e819e,https://c.biztoc.com/p/66eb6f61c96e819e/s.webp,Melissa Kwan is the CEO of eWebinarMelissa Kwan Melissa Kwan is the CEO and co-founder of eWebinar. She says she doesn't have to answer to anyone else because she's bootstrapped. Kwan also says she c… [+243 chars],Startups,,en
1000330,2023-10-02 10:06:56.000000,Business Insider,Theron Mohamed,'Shark Tank' investor Kevin O'Leary warns commercial real estate woes will topple banks and throttle businesses,"More regional banks will fail as commercial real estate values drop, which could mean small businesses can't cover their payrolls, Kevin O'Leary says.",https://www.businessinsider.com/kevin-oleary-shark-tank-bank-failures-commercial-real-estate-lending-2023-10,https://i.insider.com/639aeab6b7e0f200180921dc?width=1200&format=jpeg,"Kevin O'Leary.(Photo by Alex Wong/Getty Images)
<ul>
<li>Kevin O'Leary is worried about commercial real estate, regional banks, and small businesses.</li>
<li>The ""Shark Tank"" star warns a CRE downt… [+2838 chars]",Real estate,"Pressure is building on regional banks, commercial real estate developers, and small businesses, Kevin O'Leary has warned. ""It's getting worse by the week,"" the ""Shark Tank"" investortold Fox Businesson Friday. ""Lots of private equity firms are admitting there's cracks in the system."" The Federal Reserve has hiked interest rates from nearly zero to north of 5% over the last 18 months, in a bid to cool inflation which hit a 40-year high of over 9% last summer. Steeper borrowing costs have pulled down the value of commercial properties and weighed on debt-reliant developers,fueling a credit crunchas banks balk at lending to the sector. Regional banks in particular arefeeling the squeeze, as they're the main lenders to the CRE space, and have seen the value of the real estate and bonds on their balance sheets tumble as rates have climbed. Smaller banks are also a key source of financing for small businesses, which are weathering a painful period of stubborn inflation, costlier debt, and lingering fears of a recession. ""We're going to see more cracks in regional banks, and that's putting pressure on the loan books of those banks which are hitting small business,"" O'Leary said. Many CRE developers face the prospect of refinancing their loans within the next three years at interest rates of 9% to 14% a year, compared to between 3% and 5% when they first borrowed the cash, the celebrity investor said. ""That makes these buildings uneconomic,"" he noted, underscoring that the pain in the CRE sector would have knock-on effects on regional banks and small businesses. O'Leary – whose nickname is ""Mr. Wonderful"" — cautioned that if banks run into trouble, businesses with over $250,000 in their payroll accounts might pull their money out en masse, or be left unable to pay their employees. The Federal Deposit Insurance Corp. only guarantees a maximum of $250,000 per account holder at any one bank if the lender becomes insolvent. ""You don't want a regional bank failing because you can't past $250,000 guarantee it,"" O'Leary said, adding that many payroll accounts have well over $250,000 in them ahead of payday. The founder of O'Leary Funds and O'Leary Ventures urged lawmakers to support a $100 million guarantee for non-interest-bearing accounts, which would protect payroll accounts. ""They've got to have some plan for when these banks start failing,"" he said. O'Leary hasrecently touted the S&P 500given the tailwind of aggressive government spending,sounded the alarm on the triple threatfacing the US economy, andwarned mortgage rates could surge past 8%if the Fed lifts rates to north of 6%.",en
1000331,2023-10-02 10:07:15.000000,Yanko Design,Srishti Mitra,This Mini Height-Adjustable Desk Is The Ultimate Space-Saving Furniture For Your Home Office,"This Mini Height-Adjustable Desk Is The Ultimate Space-Saving Furniture For Your Home OfficeMost of my day is unfortunately spent on my desk, typing away, or scrolling through my phone. On most days, I end up eating my...",https://www.yankodesign.com/2023/10/02/this-mini-height-adjustable-desk-is-the-ultimate-space-saving-furniture-for-your-home-office/,https://www.yankodesign.com/images/design_news/2023/09/float-mini-desk/float_mini_desk_yanko_design_01.jpg,"Most of my day is unfortunately spent on my desk, typing away, or scrolling through my phone. On most days, I end up eating my meals on it as well. And Im sure thats the case with most of us, since w… [+1850 chars]",Space,,en
1000332,2023-10-02 10:08:00.000000,Hospitality Net,UNWTO,Revitalising Rural Communities: How the UNWTO’s Best Tourism Villages Tackle the Challenge of Depopulation,"In the tranquil corners of our world, where timeless traditions intertwine with pristine landscapes, a powerful revival is underway. Villages, often forgotten in the wake of urbanisation, are defying the odds of depopulation by breathing new life into their c…",https://www.hospitalitynet.org/news/4118432.html,https://www.hospitalitynet.org/HN-icon.jpg,"London, UK - In the tranquil corners of our world, where timeless traditions intertwine with pristine landscapes, a powerful revival is underway. Villages, often forgotten in the wake of urbanisation… [+6953 chars]",Entrepreneurship,,en
1000333,2023-10-02 10:08:46.000000,Forkast.news,Zoltan Vardai,Coinbase obtains Singapore’s Major Payment Institutions license,The Major Payment Institution license from Singapore’s central bank allows the exchange to expand its digital payment token services in the Lion City for institutional and retail investors.,https://forkast.news/coinbase-singapores-major-payment-institutions-license/,https://forkast.news/wp-content/uploads/2023/04/GettyImages-1352237969.jpg,"Coinbase, the largest U.S.-based cryptocurrency exchange, announced on Sunday that it has received a Major Payment Institution (MPI) license from Singapores central bank, enabling the exchange to exp… [+1352 chars]",Bermuda,,en
1000334,2023-10-02 10:08:54.000000,AllAfrica - Top Africa News,,Peacebuilding Office in Liberia Concludes Weeklong Elections Integrity Dialogue,"[FrontPageAfrica] Monrovia -- The Liberia Peacebuilding Office in Liberia concluded a weeklong conference on electoral integrity last Friday. The forum brought together local and international partners, the National Elections Commission, political parties, an…",https://allafrica.com/stories/202310020313.html,https://cdn08.allafrica.com/static/images/structure/aa-logo-rgba-no-text-square.png,"Monrovia — The Liberia Peacebuilding Office in Liberia concluded a weeklong conference on electoral integrity last Friday. The forum brought together local and international partners, the National El… [+4033 chars]",Liberia,,en
1000335,2023-10-02 10:08:56.000000,International Business Times,Marvie Basilan,N. Korea Calls UN Nuclear Watchdog A 'Paid Trumpeter' Of US Following IAEA Resolution,"North Korea said the IAEA was a ""paid trumpeter"" of the U.S. and has walked away from its mission of maintaining impartiality. The IAEA has not had access to the reclusive country since 2009.",https://www.ibtimes.com/n-korea-calls-un-nuclear-watchdog-paid-trumpeter-us-following-iaea-resolution-3713724,https://d.ibtimes.com/en/full/4489136/this-undated-picture-released-north-koreas-official-korean-central-news-agency-kcna-august-21.jpg,"KEY POINTS
<ul><li>The IAEA should instead devote itself to tackling the international community's challenges: DPRK</li><li>North Korea said the IAEA does not have the right to criticize its decisio… [+3172 chars]","Korea, Republic of","North Korea has denounced the United Nations' nuclear agency after a conference last week that ended with a resolution calling for the repressive country to suspend its nuclear weapons program. ""We vehemently denounce and reject the abnormal behavior of the IAEA (International Atomic Energy Agency) which has been completely reduced to a reptile organization that serves the U.S. away from its elementary mission as an international organization to maintain impartiality,"" an unnamed spokesman for North Korea's Ministry of Nuclear Power Industry said in astatementMonday, as per state media Korean Central News Agency (KCNA). ""If the IAEA wants to avoid international criticism as a paid trumpeter of the U.S., it would be well advised to devote itself to tackling the difficulties facing the international community,"" the spokesperson added. The spokesperson argued that North Korea had already withdrawn from the IAEA in the early 1990s, which means the agency has ""neither qualifications nor justification"" to question the Democratic People's Republic of Korea (DPRK) for its sovereign decisions. The statement also criticized ""the U.S. and its followers"" for supposedly fabricating a resolution that was ""full of hackneyed and far-fetched assertion by abusing the name of an international organization."" The DPRK's remarks came after a resolution wasadoptedFriday at the conclusion of the 67thIAEA General Conference in Vienna, Austria. The said resolution called on North Korea to suspend its nuclear programs that ministers of the Group of 7 (G7) nationssaidin July were activities that posed ""a grave threat to regional and international peace and stability, and undermine the global non-proliferation regime."" The IAEA has had no access to North Korea since 2009, IAEA Director-General Rafael Mariano Grossi said in an Augustreport. He added that North Korea has not yet dropped its nuclear programs ""in a complete, verifiable and irreversible manner,"" adding that the nation did not cease all activities related to the programs. Seven years before the agency lost access, Pyongyang announced its decision to expel IAEA inspectors who were monitoring the country's frozen nuclear facilities. At the time, the North Korean government told the organization that it would resume work on processing spent fuel rods at a facility that was capable of manufacturing weapons-gradeplutonium– a ""valuable energy source when integrated into the nuclear fuel cycle,"" as per the World Nuclear Association. A U.S. officialtoldCNN at the time that Pyongyang's move only meant that the authoritarian country was ""isolating itself from the world."" As the 67thIAEA conference was in full swing, North Korea's leader Kim Jong Un said in aspeechduring the ninth session of the 14thSupreme People's Assembly that the country's nuclear force-building policy ""has been madepermanentas the basic law of the state."" He said the ""historic event"" will provide North Korea with a ""powerful political lever"" that will strengthen the country's national defense arsenal.",en
1000336,2023-10-02 10:09:06.000000,Marketscreener.com,Publicnow,Freedom : Composition of Board of Directors of Kazakhstan Sustainability Fund elected,"(marketscreener.com) 
 Composition of Board of Directors of Kazakhstan Sustainability Fund elected
 
 
 02.10.23 14:31
 
 
 /KASE, October 2, 2023/ - Kazakhstan Sustainability Fund JSC , whose bonds are officially listed on Kazakhstan Stock Exchange , has inf…",https://www.marketscreener.com/quote/stock/FREEDOM-HOLDING-CORP-13908408/news/Freedom-Composition-of-Board-of-Directors-of-Kazakhstan-Sustainability-Fund-elected-44962677/,https://www.marketscreener.com/images/twitter_MS_fdblanc.png,"Disclaimer
Freedom Holding Corp. published this content on 02 October 2023 and is solely responsible for the information contained therein. Distributed by Public, unedited and unaltered, on 02 Octob… [+20 chars]",Kazakhstan,"Attachments Disclaimer Freedom Holding Corp.published this content on02 October 2023and is solely responsible for the information contained therein. Distributed byPublic, unedited and unaltered, on02 October 2023 10:08:41 UTC.",en
1000337,2023-10-02 10:09:34.000000,AllAfrica - Top Africa News,,"Somalia: A Massive Fire Destroys Large Parts of a Main Market in Jowhar, Somalia","[Shabelle] Jowhar, Somalia -- A fire broke out at midnight last night at a main market in Jowhar district, the regional capital of the Middle Shabelle, south of Somalia.",https://allafrica.com/stories/202310020315.html,https://cdn08.allafrica.com/static/images/structure/aa-logo-rgba-no-text-square.png,"Jowhar, Somalia — A fire broke out at midnight last night at a main market in Jowhar district, the regional capital of the Middle Shabelle, south of Somalia.
The huge blaze was said to have started … [+1021 chars]",Somalia,,en
1000338,2023-10-02 10:10:08.000000,AllAfrica - Top Africa News,,Liberia: Saving Lives and Promoting Peace - a Call to Stay Home After Voting in Liberia's 2023 Election,"[FrontPageAfrica] This Commentary is encouraging people to Stay Home on October 10, 2023 after they vote. This Stay Home action is important because it Saves Lives. The main work that Our Creator has given us is to Save Lives. The Saving of Lives is important…",https://allafrica.com/stories/202310020318.html,https://cdn08.allafrica.com/static/images/structure/aa-logo-rgba-no-text-square.png,"This Commentary is encouraging people to Stay Home on October 10, 2023 after they vote. This Stay Home action is important because it Saves Lives. The main work that Our Creator has given us is to Sa… [+3023 chars]",Burkina Faso,,en
1000339,2023-10-02 10:13:00.000000,Boing Boing,Rob Beschizza,Track the carbon footprint of jet-set celebrities like Elon Musk and Kim Kardashian,"Celebrity Flights tracks the private flying-around of the rich and famous—and the colossal carbon footprints they have. Elon Musk is the world's most jet-set person, clocking 363k kilometers in the last year and generating 1021 tons of carbon dioxide. Trump i…",https://boingboing.net/2023/10/02/track-the-carbon-footprint-of-jet-set-celebrities-like-elon-musk-and-kim-kardashian.html,https://i0.wp.com/boingboing.net/wp-content/uploads/2023/03/muskdsf.jpg?fit=800%2C1200&ssl=1,"Celebrity Flights tracks the private flying-around of the rich and famousand the colossal carbon footprints they have. Elon Musk is the world's most jet-set person, clocking 363k kilometers in the la… [+842 chars]",Travel,"Celebrity Flightstracks the private flying-around of the rich and famous—and the colossal carbon footprints they have. Elon Musk is the world's most jet-set person, clocking 363k kilometers in the last year and generating 1021 tons of carbon dioxide. Trump is a distant second, with less than half the footprint and a quarter of the mileage. Welcome to Celebrity Flight, where you will find a trusted resource for uncovering the environmental impact of celebrity private jet flights. The goal is to raise awareness about the high CO2emissions associated with these extravagant journeys and shed light on their environmental consequences. Most of these folks, except Trump, have boasted of their environmental credentials. Note, though, that the travel might not be personal. Private jet owners typically rent out their rides when not personally in use. Nonetheless, Zuckerberg flying from Newark to JFK is funny. I'd fly Newark to JFK to avoid the Holland Tunnel. I thinkGreta Thunbergwould fly Newark to JFK to avoid the Holland Tunnel. ",en
1000340,2023-10-02 10:13:43.000000,Japan Today,,Nobel in medicine goes to 2 scientists whose work enabled creation of mRNA vaccines against COVID-19,"Two scientists won the Nobel Prize in medicine on Monday for discoveries that enabled the development of effective mRNA vaccines against COVID-19. The award was given to Katalin Karikó, a professor at Sagan’s University in Hungary and an adjunct professor at …",https://japantoday.com/category/world/nobel-prize-announcements-are-getting-underway-with-the-unveiling-of-the-medicine-prize,,"Two scientists won the Nobel Prize in medicine on Monday for discoveries that enabled the development of effective mRNA vaccines against COVID-19.
The award was given to Katalin Karikó, a professor … [+1986 chars]",Hungary,,en
1000341,2023-10-02 10:14:01.000000,Business Insider,Business Insider,"Personal Loan Interest Rates Today, October 2, 2023 | Today's Top Personal Loan Rates","If you're considering a personal loan and want a competitive rate, Insider did the research to help you find the best rate across the top personal loans available now.",https://www.businessinsider.com/personal-finance/personal-loan-rates-today-monday-2-2023-10,https://i.insider.com/64f1edca57bff70019485ad1?width=1200&format=jpeg,"Our experts answer readers' personal loan questions and write unbiased product reviews (here's how we assess personal loans). In some cases, we receive a commission from our partners; however, our op… [+3683 chars]",Finance,,en
1000342,2023-10-02 10:14:04.000000,The Indian Express,Express News Service,"This week in Mumbai: Indulge in royal flavours of Murshidabad, watch a mesmerising Kutiyattam performance",Attend a panel discussion on Mumbai's way ahead amid climate change; binge on a mushroom-packed fiesta; and more,https://indianexpress.com/article/cities/mumbai/this-week-royal-flavours-murshidabad-food-performance-climate-8965179/,https://images.indianexpress.com/2023/10/mumbai-event.jpeg,"Murshidabad is a city in West Bengal, and the royal cuisine of this region offers a blend of flavours from Dhaka, Awadh and Bengal, shares Lucknow-based chef Rehman Mujeebur, who has been extensively… [+3884 chars]",Poetry,"Indulge in Murshidabad’s royal feast Murshidabad is a city in West Bengal, and the royal cuisine of this region offers a blend of flavours from Dhaka, Awadh and Bengal, sharesLucknow-based chef Rehman Mujeebur, who has been extensively studying and documenting the royal cuisine of India. Till Sunday, the feat curated by him will include dishes like Desi Ghee ki Nihari, Murgir Korma,KolkataGosht Pulao, Paneer Subz Seekh, Subziyon Ke Tahiri, Bhindi Lazeez, Dal and Paneer Badami Korma. What clearly stole everyone’s attention were breads — Sheermal and Rogani roti. While the former is slightly sweeter, the latter is a reminder of khasta kachori. The perfectly sweet Zafrani kheer is another hihglight of the lunch and dinner buffets. Where:JW Cafe, JW MarriottMumbaiSaharWhen:Till October 8Price:Rs 2,600++For reservations:Call 022-68828888 Witness the artistry of Kutiyattam The accomplished practitioner of Kutiyattam and Nangiar Koothu (one of the oldest surviving theatre and storytelling traditions in the world originating and practised in South India), Kapila Venu is all set to leave the audience mesmerised with her performance titled Inbam. Inspired by Meena Kandasamy’s translation of Inbathupal – the love poetry from Thirukkuṟaḷ, her performance unfolds across four chapters, each witnessing her embarking on a distinct theme. Where:G5A Warehouse, MahalaxmiWhen:October 5 – 8, 8 pm to 9.30 pmPrice:Rs 750 for each, Rs 2500 for all four performancesTo book:https://g5afoundation.org/calendar/ Explore macadamia, the nut from Queensland How do you imagine a nut should be consumed? To garnish, in desserts, in nut milk or to be munched on as it is, right? In its bid to show the various ways in which macadamia, a nut indigenous to Australia, can be consumed, the Australian Macadamia Festival has partnered with restaurants like Lovefools, Olive Bar and Restaurant, Bizza, and Trident and they have launched a limited-edition a la carte menu with this nut as the main ingredient. Imagine this creamy nut in flavourful sauce, cheese, and chocolate! Where:Lovefools (Bandra West), Olive (Khar West), Trident (Nariman Point), Binge (Khar West) and Bizza (Bandra West)When:Till October 14 Attend a panel discussion on climate-resilient Mumbai Coastal cities worldwide are dealing with the consequences of climate change and Mumbai is no different. On the occasion of World Habitat Day 2023, Mumbai Research Centre, Asiatic Society of Mumbai, Mumbai First, and Avid Learning have put together a panel discussion titled Climate-Resilience in Mumbai: People Must Lead the Change. Featuring experts like urban planner-architect PK Das, ALT EFF festival director Kunal Khanna, Program head for urban development and resilience with sustainable cities and transport at WRI India Lubaina Rangwala and theatre practitioner-author Meghana AT. The conversation moderated by journalist-writer Vaishnavi Chandrashekhar will put a spotlight on Mumbai’s vulnerability to these environmental shifts, painting a vivid picture of the challenges that lie ahead. The panelists will look at how the citizens of Mumbai through community engagement, awareness, and innovative initiatives can lead the charge. Where:Durbar Hall, Asiatic Society of Mumbai, FortWhen:October 3, 6 pm – 8 pmRSVP:avidlearning.in A mushroom-packed fiesta Celebrating the mushroom, which was crowned as ‘ingredient of the year’ by the New York Times last year, Perch has put together a limited edition menu where these umami-packed mushrooms take centre stage across the kitchen, bar and cafe. Their team has selected nine mushroom varieties – Porcini, Shiitake, Reishi, Portobello, Shimeji, King Oysters, Baby Bella, and Enoki – and looks to change the way one thinks about mushrooms. Where:Perch, 12 Union Park, Hotel Oscar, Off Carter Rd, Khar WestWhen:Till early November, 12 pm to 1.30 amPrice:Cocktails starting at Rs 695, food starting at Rs 545For reservations:Call 093213 75915 Compiled by Heena Khandelwal",en
1000343,2023-10-02 10:15:27.000000,AllAfrica - Top Africa News,,"Ghana: Enforce Bye-Laws to Address Sanitation Challenges, Authorities Told","[Ghanaian Times] Metropolitan, Municipal and District Assemblies (MMDAs) have been told to fully enforce their bye-laws in addressing sanitation challenges confronting the nation.",https://allafrica.com/stories/202310020322.html,https://cdn08.allafrica.com/static/images/structure/aa-logo-rgba-no-text-square.png,"Metropolitan, Municipal and District Assemblies (MMDAs) have been told to fully enforce their bye-laws in addressing sanitation challenges confronting the nation.
The Minister of Sanitation and Wate… [+1800 chars]",Ghana,,en
1000344,2023-10-02 10:15:37.000000,Nautil.us,Cara Giaimo,The World’s First Known Deep-Sea Octopus Nursery,What happens after a discovery hatches.,https://nautil.us/the-worlds-first-known-deep-sea-octopus-nursery-401656/,https://assets.nautil.us/sites/3/nautilus/9UueLlgx-Giaimo_HERO.png?auto=compress&fm=png&ixlib=php-3.3.1,"In early June, about 150 miles off the western shore of Costa Rica and 10,000 feet below the oceans surface, an octopus hatched just in time to see an alien invasion. As the newborn slipped from her … [+8052 chars]",Science,,en
1000345,2023-10-02 10:15:38.000000,Digital Trends,Giovanni Colantonio,You can kill your 2023 backlog and prepare for Halloween with these 7 creepy games,"Hungry for some horror games this October, but worried about your 2023 backlog getting too long? Here's how you can kill two vampires with one stake.",https://www.digitaltrends.com/gaming/7-2023-horror-games-to-play-in-october/,https://www.digitaltrends.com/wp-content/uploads/2023/03/resident-evil-4-remake-garrador.jpg?resize=1200%2C630&p=1,"Dedicated gamers have two specific, and often competing, goals whenever October comes around. On one hand, the fall season is a sign that the year is winding down. Anyone who wants to finish off thei… [+6041 chars]",Games,"Dedicated gamers have two specific, and often competing, goals whenever October comes around. On one hand, the fall season is a sign that the year is winding down. Anyone who wants to finish off their backlog of games released in 2023 before the 2024 flood begins needs to start finding ways to cut down their backlog. Though there are even more pressing matters in October: it’s spooky season! With a month-long Halloween celebration in full swing, October is also the perfect time tomarathon some creepy games. Usually, that might mean going back to play some classics likeSilent Hill 2, leaving little room to catch up on new games. But what if you could kill two vampires with one stake? Well, you can this year because 2023 has been a wild year for horror video games. From two high-profile remakes to a slew of indie greats, your backlog this year might already be full of great, creepy games. To help organize your October, we’ve put together a list of seven eerie 2023 releases that double as great Halloween games. You can fly your freak flag and cut down your list of game to play in one go — that’s efficiency! If you only have time to play one horror game this month, make sure it’sResident Evil 4. It’s not just a nostalgic remake of one of the finest Resident Evil games of all time, but also a fiendish reinvention that stands on its own two feet. Capcom’s latest doubles down on the original’s horror-action gameplay by making Leon S. Kennedy deadlier than ever. He’s a true action hero, parrying flying axes and roundhouse-kicking people’s heads clear off. It’s still a horror game at its heart though, full of disgusting parasites and enormous monsters that can obliterate Leon. Even if you’ve already beaten it this year, now’s a good time to jump back in. As a bonus,Resident Evil 4‘s newSeparate WaysDLCis a solid extra chapter that lets players cause some more bloodshed with Ada Wong. Resident Evil 4alone would have made 2023 a banner year for horror games, but it isn’t the only great genre remake in town.Dead Spacealso got the remake treatment earlier this year, and it’s just as much of a can’t-miss experience. While it’s much more of a 1:1 upgrade of the original, the remake ups the ante with a grotesque flesh system that let’s Isaac Clarke peel his necromorph foes like bananas. It’s downright disgusting — and that’s exactly why you should play it this month. The Dead Space series offers some masterful body horror, making it one of the more unsettling mainstream horror series’ you can play. Pair that with some legitimately great jump scares and a dose of psychological torment and you’ve got the recipe for a perfect Halloween game. If you’re squeamish, but still want to play something eerie this month,Dredgeis the way to go. At first glance, it looks like a normal fishing game where players pilot a boat and reel up some undersea creatures. There’s something much creepier under the surface, though.Dredgeis aLovecraftian horror gamethat gets weirder the more you play. Not only is the sea full of monsters and mutated fish, but players also have a sanity meter that they need to manage. When it runs out, they’ll start seeing illusions in the ocean that are sure to put them on edge. While it isn’t full of jump scares,Dredgeis a slow-burn psychological horror experience that’ll stick with you long after you play it. With how loaded 2023 has been, I couldn’t blame you if you missedAmnesia: The Bunker. The survival horror game launched quietly earlier this year, losing some of its spotlight to bigger games likeResident Evil 4. That’s a shame, because the latest Amnesia game is perhaps the scariest I’ve played this year. In this game set during World War I, players find themselves trapped in a dark bunker. They need to find an escape while dodging terrifying enemies that persistently stalk the dark corridors. What’s especially spooky is that the entire bunker runs on a generator that players need to keep fueled up at all times. When it runs out of gas, all of the lights go out. It’s a perfect late-night game so long as you’re prepared for some wild nightmares afterward. While not exactly a horror game,Lies of Pstill fits nicely into the Halloween season. The bizarre action-RPG turns Pinocchio into a Soulslike. That may sound hilarious on paper, but the end result is actually as freaky as Dead Space. Players need to battle through a dark world full of mechanical puppets that are out for blood. Each creature is an absolute abomination — and a deadly one at that. From evil donkeys to maniacal parade masters, each boss is a total creepshow that you’ll want to plunge your sword into (and we know thebest weapons to get that task done). If you’re looking for some more traditional monsters to slay, how about some vampires?El Paso, Elsewhereis full of them, making it an ideal game for the season. Inspired byMax Payne, the third-person shooter is a retro throwback that has players blasting their way through a supernatural hotel with slow-motion powers. It’s a dark neo-noir that calls back to films likeBlade. There’s a lot more to it than mindless vampire shooting, though.El Paso, Elsewhereis one of this year’s most narratively rich games, commenting on drug addiction, breakup grief, and more. It’s a must-play (and you can do so easily if you have Xbox Game Pass, as it’s included on the service). You don’t need to be an action game aficionado to get some digital thrills this month.Oxenfree 2: Lost Signalsis a perfect pick for those who want a less physically demanding gameplay experience. The supernatural narrative adventure game follows Riley, who returns to her hometown to investigate some mysterious radio signals. As you can imagine by the fact that it’s on this list, things get a little creepy from there. With choice-driven dialogue and simple exploration, players can sit back and enjoy an atmospheric ghost story without fiddling with controls; it’s like an interactive young adult horror movie.",en
1000346,2023-10-02 10:16:05.000000,Biztoc.com,wsj.com,How Meridiam Hedges Its Emerging-Market Investment Risk,"Meridiam backs the Port of Owendo project in Gabon as a minority investor. Political, regulatory and currency risks in emerging markets can turn into a quagmire for infrastructure investors even as the world increasingly recognizes the need for significant in…",https://biztoc.com/x/64b0629cbc809a26,https://c.biztoc.com/p/64b0629cbc809a26/s.webp,"Meridiam backs the Port of Owendo project in Gabon as a minority investor.Political, regulatory and currency risks in emerging markets can turn into a quagmire for infrastructure investors even as th… [+161 chars]",Gabon,,en
1000347,2023-10-02 10:16:20.000000,Worldsensorium.com,,The Greening of Milan: Porta Nuova and Vertical Forest,The Greening of Milan: Porta Nuova and Vertical Forest By Gayil Nalls Sign up for our monthly newsletter! One of the cities leading the way in embracing sustainability and environmentally friendly urban design is Milan. When walking through the city’s streets…,https://worldsensorium.com/the-greening-of-milan-porta-nuova-and-vertical-forest/,https://worldsensorium.com/wp-content/uploads/2023/09/Nalls-2310-1-a-alt.jpg,"One of the cities leading the way in embracing sustainability and environmentally friendly urban design is Milan. When walking through the citys streets, it is immediately evident that the emphasis i… [+3946 chars]",Sustainability,,en
